Price,Metro station,Minutes to metro,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Apartment_type_Digit,Region_Digit,Renovation_N_Cosmetic,Renovation_N_Designer,Renovation_N_European-style renovation,Renovation_N_Without renovation,Living_share,Kitchen_share,Is_first_floor
17500000.0, Мякинино,26.0,2.0,91.6,48.7,14.3,15.0,25,0,0,0,0,1,0,0.5316593886462883,0.15611353711790396,0
19900000.0, Пенягино,13.0,2.0,75.0,50.0,20.0,20.0,25,0,0,0,1,0,0,0.6666666666666666,0.26666666666666666,0
5500000.0, Павшино,4.0,2.0,40.0,22.4,9.9,1.0,3,0,0,0,0,0,1,0.5599999999999999,0.2475,1
7200000.0, Красногорская,14.0,2.0,34.49,22.9,5.0,12.0,24,0,0,0,0,0,1,0.663960568280661,0.14496955639315742,0
8800000.0, Опалиха,7.0,2.0,54.0,32.0,8.0,9.0,9,0,0,1,0,0,0,0.5925925925925926,0.14814814814814814,0
10599999.0, Опалиха,4.0,2.0,48.6,28.0,10.7,7.0,8,0,0,0,0,1,0,0.5761316872427983,0.2201646090534979,0
11000000.0, Мякинино,15.0,2.0,43.0,19.6,5.0,3.0,19,0,0,1,0,0,0,0.4558139534883721,0.11627906976744186,0
11000000.0, Опалиха,14.0,2.0,50.0,27.4,10.8,2.0,4,0,0,0,1,0,0,0.5479999999999999,0.21600000000000003,0
11000000.0, Пенягино,15.0,2.0,38.8,27.0,9.0,18.0,46,0,0,0,0,1,0,0.6958762886597939,0.23195876288659795,0
11250000.0, Павшино,13.0,2.0,55.0,30.0,10.0,8.0,25,0,0,0,0,1,0,0.5454545454545454,0.18181818181818182,0
11600000.0, Мякинино,15.0,2.0,50.0,28.0,9.8,18.0,23,0,0,0,1,0,0,0.56,0.196,0
